Date,WTI,BRENT,BONNY
4/12/2019,63.86,71.57,72.41
4/15/2019,63.43,70.9,71.71
4/16/2019,64.01,70.74,71.89
4/17/2019,63.74,71.14,72.31
4/18/2019,64.02,70.71,72.43
4/22/2019,65.66,70.71,
4/23/2019,66.24,74.39,75.04
4/24/2019,65.96,73.59,74.95
4/25/2019,65.23,74.94,75.55
4/26/2019,63.29,71.03,72.49
4/29/2019,63.39,71.22,72.54
4/30/2019,63.83,72.19,73.59
5/1/2019,63.55,72.01,73.19
5/2/2019,61.75,70.56,71.45
5/3/2019,61.98,71.95,72.69
5/6/2019,62.3,71.95,
5/7/2019,61.41,70.98,71.43
5/8/2019,62.13,71.09,71.86
5/9/2019,61.58,70.61,71.05
5/10/2019,61.65,71.63,72.38
5/13/2019,60.97,72.35,72.46
5/14/2019,61.82,72.53,72.81
5/15/2019,62.03,73.09,73.46
5/16/2019,62.93,74.7,74.48
5/17/2019,62.77,73.94,73.58
5/20/2019,63.12,73.21,73.6
5/21/2019,63.02,72.94,73.27
5/22/2019,61.42,71.94,72.24
5/23/2019,57.65,68.37,68.6
5/24/2019,58.4,67.98,68.65
5/28/2019,58.91,70.19,70.31
5/29/2019,58.84,70.64,69.35
5/30/2019,56.47,69.55,68
5/31/2019,53.49,66.78,65.28
6/3/2019,53.25,63.16,63.3
6/4/2019,53.5,63.56,63.52
6/5/2019,51.57,62.14,61.98
6/6/2019,52.59,62.77,62.36
6/7/2019,53.95,64.1,64.29
6/10/2019,53.33,64.31,64.15
6/11/2019,53.3,63.56,63.83
6/12/2019,51.13,61.66,61.96
6/13/2019,52.38,63.28,62.74
6/14/2019,52.47,63.13,63.01
6/17/2019,51.94,62.56,62.37
6/18/2019,53.86,63.35,63.36
6/19/2019,53.74,62.85,62.81
6/20/2019,56.88,65.44,65.13
6/21/2019,57.35,65.99,66.22
6/24/2019,57.73,65.16,65.06
6/25/2019,57.63,66.24,65.92
6/26/2019,59.17,66.85,66.88
6/27/2019,59.18,66.78,66.69
6/28/2019,58.2,67.52,66.77
7/1/2019,58.91,65.1,65.89
7/2/2019,56,62.72,64.09
7/3/2019,57.06,63.53,64.19
7/4/2019,,63.62,64.53
7/5/2019,,64.23,65.07
7/8/2019,57.35,64.89,65.49
7/9/2019,57.57,64.3,65.15
7/10/2019,60.28,66.41,67.05
7/11/2019,59.93,67.64,67.69
7/12/2019,59.99,66.65,67.51
7/15/2019,59.3,66.86,67.4
7/16/2019,57.44,65.87,67.31
7/17/2019,56.5,63.67,64.88
7/18/2019,55.08,60.7,62.38
7/19/2019,55.42,61.04,62.98
7/22/2019,55.87,61.96,63.9
7/23/2019,56.58,62.28,63.77
7/24/2019,55.9,63.83,64.75
7/25/2019,55.88,63.47,64.52
7/26/2019,56.04,62.46,64.17
7/29/2019,56.85,62.29,64.63
7/30/2019,58.04,62.55,64.9
7/31/2019,58.53,64.07,66.04
8/1/2019,53.64,62.9,64.54
8/2/2019,55.67,61.12,63.15
8/5/2019,54.63,59.32,61.45
8/6/2019,53.6,58.63,60.86
8/7/2019,51.14,55.03,57.21
8/8/2019,52.6,56.29,58.54
8/9/2019,54.41,57.37,59.55
8/12/2019,54.98,57.13,59.15
8/13/2019,57.05,59.9,61.56
8/14/2019,55.16,57.86,59.32
8/15/2019,54.51,57.37,59.05
8/16/2019,54.83,59,59.13
8/19/2019,56.24,59.79,59.88
8/20/2019,56.18,59.03,59.74
8/21/2019,55.65,60.6,61.05
8/22/2019,55.33,59.81,60.33
8/23/2019,54.08,58.64,59.34
8/26/2019,53.54,58.64,
8/27/2019,54.99,58.44,59.07
8/28/2019,55.76,60.42,58.99
8/29/2019,56.67,60.59,61.21
8/30/2019,55.07,61.04,59.68
9/2/2019,,58.55,59.23
9/3/2019,53.91,57.93,58.64
9/4/2019,56.22,60.68,61.27
9/5/2019,56.33,62.7,62.98
9/6/2019,56.45,61.28,61.81
9/9/2019,57.88,63.99,63.54
9/10/2019,57.37,64.67,64.65
9/11/2019,55.66,63.02,63.12
9/12/2019,55.13,60.76,61
9/13/2019,54.76,61.25,60.99
9/16/2019,63.1,68.42,68.04
9/17/2019,59.26,65.59,65.83
9/18/2019,58.19,64.29,64.69
9/19/2019,58.19,64.25,64.92
9/20/2019,57.92,65.23,65.28
9/23/2019,58.69,64.66,64.63
9/24/2019,57.22,64.13,63.84
9/25/2019,56.38,62.41,62.25
9/26/2019,56.24,62.08,62.16
9/27/2019,55.95,62.48,62.7
9/30/2019,54.09,60.99,61.11
10/1/2019,53.6,60.06,60.17
10/2/2019,52.67,57.92,58.49
10/3/2019,52.41,58.01,58.16
10/4/2019,52.84,59.13,59.12
10/7/2019,52.76,59.46,59.91
10/8/2019,52.64,58.14,58.76
10/9/2019,52.63,59.7,59.92
10/10/2019,53.57,59.08,59.1
10/11/2019,54.76,60.59,60.32
10/14/2019,53.57,58.81,58.22
10/15/2019,52.81,59.19,58.12
10/16/2019,53.42,59.3,58.3
10/17/2019,53.89,59.35,57.8
10/18/2019,53.75,59.96,58.59
10/21/2019,53.28,58.95,57.73
10/22/2019,54.21,60.5,59.36
10/23/2019,55.9,60.52,59.44
10/24/2019,56.11,61.71,60.84
10/25/2019,56.52,62.06,61.23
10/28/2019,55.6,60.39,60.67
10/29/2019,55.34,61.05,61.52
10/30/2019,54.85,60.22,60.39
10/31/2019,54.02,59.3,59.46
11/1/2019,56.04,60.17,60.36
11/4/2019,56.33,62.52,62.54
11/5/2019,57.04,62.72,62.71
11/6/2019,56.15,62.11,62.29
11/7/2019,56.91,62.6,62.7
11/8/2019,57.02,62,62.03
11/11/2019,,62.58,62.56
11/12/2019,56.67,62.19,62.71
11/13/2019,56.88,62.27,62.52
11/14/2019,56.57,62.46,62.85
11/15/2019,57.54,63.32,63.61
11/18/2019,56.82,62.82,62.36
11/19/2019,54.93,62.37,61.85
11/20/2019,56.71,63.8,63.29
11/21/2019,58.36,64.99,63.9
11/22/2019,57.68,64.83,63.64
11/25/2019,57.79,64.67,63.85
11/26/2019,58.25,64.82,64.3
11/27/2019,58.12,65.03,63.91
11/28/2019,,64.68,64.05
11/29/2019,58.12,64.5,62.15
12/2/2019,55.97,63.2,62.64
12/3/2019,56.15,62.95,62.33
12/4/2019,58.46,65.25,64.02
12/5/2019,58.42,65.67,64.87
12/6/2019,59.2,66.5,65.47
12/9/2019,58.99,66.44,65.5
12/10/2019,59.22,66.57,65.69
12/11/2019,58.74,65.37,64.56
12/12/2019,59.18,66.67,65.61
12/13/2019,60.11,67.44,66.07
12/16/2019,60.21,68.04,66.97
12/17/2019,60.88,68.99,67.31
12/18/2019,60.93,69.12,67.37
12/19/2019,61.3,69.7,67.82
12/20/2019,60.43,68.66,67.02
12/23/2019,60.51,67.49,67.05
12/24/2019,61.17,69.26,67.64
12/26/2019,61.72,69.26,
12/27/2019,61.76,68.91,68.49
12/30/2019,61.66,68.3,68.1
12/31/2019,61.14,67.77,67.42
1/2/2020,61.17,67.05,67.22
1/3/2020,63,69.08,69.31
1/6/2020,63.27,70.25,69.98
1/7/2020,62.7,68.74,69.19
1/8/2020,59.65,67.31,67.58
1/9/2020,59.56,66.58,66.21
1/10/2020,59.02,66.77,66.34
1/13/2020,58.17,64.14,64.73
1/14/2020,58.34,64.45,65.31
1/15/2020,57.86,63.29,64.59
1/16/2020,58.52,64.63,65.29
1/17/2020,58.55,64.05,64.87
1/20/2020,,64.63,65.51
1/21/2020,58.25,63.66,64.94
1/22/2020,56.76,62.11,63.57
1/23/2020,55.51,61.26,62.05
1/24/2020,54.09,59.34,60.69
1/27/2020,53.09,58.54,59.19
1/28/2020,53.33,59.37,60.11
1/29/2020,53.29,59.46,60.09
1/30/2020,52.19,57.72,58.38
1/31/2020,51.58,57.77,57.38
2/3/2020,50.06,54,55.35
2/4/2020,49.59,53.9,55.53
2/5/2020,50.87,55.36,56.62
2/6/2020,50.94,55.18,56.09
2/7/2020,50.34,54.53,55.96
2/10/2020,49.59,53.39,54.67
2/11/2020,50,54,55.09
2/12/2020,51.13,55.54,56.67
2/13/2020,51.41,56.34,57.15
2/14/2020,52.03,57.37,57.94
2/17/2020,,57.83,58.18
2/18/2020,52.1,57.35,57.82
2/19/2020,53.31,59.72,59.93
2/20/2020,53.77,59.57,60.41
2/21/2020,53.36,58.6,58.66
2/24/2020,51.36,56.71,56.16
2/25/2020,49.78,55.29,56.15
2/26/2020,48.67,54.96,54.97
2/27/2020,47.17,52.19,52.36
2/28/2020,44.83,51.31,50.48
3/2/2020,46.78,52.52,52.42
3/3/2020,47.27,52.24,52.99
3/4/2020,46.78,51.86,52.42
3/5/2020,45.9,51.29,51.94
3/6/2020,41.14,45.6,46.33
3/9/2020,31.05,35.33,37.22
3/10/2020,34.47,35.57,36.74
3/11/2020,33.13,34.45,36.49
3/12/2020,31.56,31.02,33.15
3/13/2020,31.72,32.25,33.63
3/16/2020,28.96,27.98,29.42
3/17/2020,26.96,27.97,28.78
3/18/2020,20.48,22.79,23.88
3/19/2020,25.09,23.98,24.82
3/20/2020,19.48,25.55,26.07
3/23/2020,23.33,23.75,23.6
3/24/2020,21.03,24.5,25.79
3/25/2020,20.75,25.62,25.24
3/26/2020,16.6,23.55,24.83
3/27/2020,15.48,22.39,22.48
3/30/2020,14.1,19.19,20.84
3/31/2020,20.51,14.85,21.23
4/1/2020,20.28,14.97,18.5
4/2/2020,25.18,20.24,21.41
4/3/2020,28.36,24.33,26.69
4/6/2020,26.21,22.58,26.29
4/7/2020,23.54,22.1,26.73
4/8/2020,24.97,25.22,25.89
4/9/2020,22.9,20.23,26.4
4/13/2020,22.36,,
4/14/2020,20.15,21.74,24.46
4/15/2020,19.96,19.8,21.31
4/16/2020,19.82,18.69,21.43
4/17/2020,18.31,19.75,22.32
4/20/2020,-36.98,17.36,20.88
4/21/2020,8.91,9.12,14.75
4/22/2020,13.64,13.77,14.94
4/23/2020,15.06,15.06,17.28
4/24/2020,15.99,15.87,16.46
4/27/2020,12.17,15.17,14.67
4/28/2020,12.4,15.6,14.85
4/29/2020,15.04,17.86,16.51
4/30/2020,19.23,18.11,18.96
5/1/2020,19.72,18.49,18.7
5/4/2020,20.47,20.4,18.94
5/5/2020,24.56,25.46,23.24
5/6/2020,23.88,24.2,22.63
5/7/2020,23.68,24.23,24.93
5/8/2020,24.73,,
5/11/2020,24.02,25.53,25.23
5/12/2020,25.76,26.67,25.67
5/13/2020,25.37,27.89,26.13
5/14/2020,27.4,29.87,26.96
5/15/2020,29.44,30.95,29.84
5/18/2020,31.83,33.3,33.95
5/19/2020,32.3,33.06,32.95
5/20/2020,33.56,34.76,34.09
5/21/2020,34.3,34.78,34.46
5/22/2020,33.49,33.8,33.01
5/26/2020,34.7,33.95,34.07
5/27/2020,32.8,32.73,33.28
5/28/2020,33.67,33.98,33.87
5/29/2020,35.57,34.15,34.61
6/1/2020,35.49,36.74,35.89
6/2/2020,36.88,37.72,37.89
6/3/2020,37.33,37.98,38.24
6/4/2020,37.42,38.41,38.27
6/5/2020,39.49,41,41.17
6/8/2020,38.17,39.66,40.38
6/9/2020,38.98,40.45,39.55
6/10/2020,39.54,41.18,39.77
6/11/2020,36.43,37.76,37.86
6/12/2020,36.24,38.54,37.87
6/15/2020,37.07,39.44,38.18
6/16/2020,38.26,40.75,39.29
6/17/2020,37.91,40.47,39.67
6/18/2020,38.79,41.75,40.68
6/19/2020,39.72,42.33,41.8
6/22/2020,40.6,43.2,41.94
6/23/2020,40.4,42.72,42.93
6/24/2020,37.91,40.4,40.26
6/25/2020,38.66,41.18,40.7
6/26/2020,38.53,40.97,40.37
6/29/2020,39.67,41.58,41.26
6/30/2020,39.27,41.64,41.62
7/1/2020,39.88,42.18,42.36
7/2/2020,40.57,43.19,42.81
7/3/2020,,42.92,43.33
7/6/2020,40.51,42.73,43.69
7/7/2020,40.59,43.28,43.63
7/8/2020,40.91,43.67,43.28
7/9/2020,39.64,42.35,42.68
7/10/2020,40.56,43.27,43.28
7/13/2020,40.06,42.85,43.42
7/14/2020,40.3,42.97,43.44
7/15/2020,41.2,43.96,43.87
7/16/2020,40.74,43.71,43.86
7/17/2020,40.55,43.53,43.17
7/20/2020,40.83,43.3,42.92
7/21/2020,41.76,44.31,44.7
7/22/2020,41.88,43.98,43.63
7/23/2020,40.99,42.96,44.12
7/24/2020,41.23,43.29,43.25
7/27/2020,41.46,43.39,42.62
7/28/2020,40.89,43.11,43.23
7/29/2020,41.13,43.51,43.55
7/30/2020,39.85,42.98,42.33
7/31/2020,40.1,43.13,42.92
8/3/2020,40.83,43.76,43.88
8/4/2020,41.67,43.99,43.79
8/5/2020,42.25,44.92,45.75
8/6/2020,41.93,45.04,44.82
8/7/2020,41.16,44.07,44.1
8/10/2020,41.94,44.19,44.23
8/11/2020,41.53,43.68,44.61
8/12/2020,42.6,45.09,44.79
8/13/2020,42.26,44.87,44.63
8/14/2020,42.05,44.86,44.05
8/17/2020,42.89,44.91,44.39
8/18/2020,42.89,45.34,44.68
8/19/2020,42.91,45.21,44.62
8/20/2020,42.62,44.56,44.05
8/21/2020,42.32,43.94,43.12
8/24/2020,42.44,44.43,44.28
8/25/2020,43.17,46.01,45.22
8/26/2020,43.21,45.79,45.03
8/27/2020,42.88,44.84,44.15
8/28/2020,42.96,45.22,44.29
8/31/2020,42.61,,
9/1/2020,42.76,45.72,44.41
9/2/2020,42.76,42.7,43.28
9/3/2020,41.39,42.72,42
9/4/2020,39.69,41.1,41.4
9/7/2020,,40.67,40.85
9/8/2020,36.87,38.53,38.5
9/9/2020,38.05,39.98,39.36
9/10/2020,37.25,39.27,39.26
9/11/2020,37.33,38.8,38.98
9/14/2020,37.23,38.57,38.52
9/15/2020,38.29,39.54,39.1
9/16/2020,40.17,41.23,40.73
9/17/2020,40.99,42.35,42.48
9/18/2020,41.09,42.16,42.6
9/21/2020,39.26,40.37,40.54
9/22/2020,39.55,40.84,41.06
9/23/2020,39.92,41.09,41.46
9/24/2020,40.11,41.24,40.78
9/25/2020,40.06,40.91,40.91
9/28/2020,40.47,41.59,41.36
9/29/2020,39.03,40.33,40.11
9/30/2020,40.05,40.3,40.58
10/1/2020,38.51,39.75,38.94
10/2/2020,36.9,38,38.64
10/5/2020,39.12,39.78,40.39
10/6/2020,40.52,41.27,41.38
10/7/2020,39.82,40.62,40.24
10/8/2020,41.04,42,41.58
10/9/2020,40.44,41.63,41.88
10/12/2020,39.22,40.5,40.47
10/13/2020,40.03,41.34,41.18
10/14/2020,40.86,41.81,42.02
10/15/2020,40.84,41.61,41.49
10/16/2020,40.7,41.34,41.96
10/19/2020,40.69,41.29,42.1
10/20/2020,41.37,41.62,41.5
10/21/2020,39.88,40.09,40.95
10/22/2020,40.46,41.28,42.03
10/23/2020,39.73,40.71,41.54
10/26/2020,38.39,39.06,40.1
10/27/2020,39.34,39.72,41.16
10/28/2020,37.27,37.86,38.96
10/29/2020,35.94,36.56,37.23
10/30/2020,35.64,36.33,37.31
11/2/2020,36.6,37.78,37.52
11/3/2020,37.44,38.17,38.81
11/4/2020,38.97,39.68,40.26
11/5/2020,38.56,39.47,40.25
11/6/2020,36.97,38.08,39.36
11/9/2020,40.05,40.93,42.09
11/10/2020,41.18,42.25,42.71
11/11/2020,41.23,42.5,43.98
11/12/2020,40.9,42.16,43.47
11/13/2020,39.93,41.51,42.66
11/16/2020,41.14,42.71,43.83
11/17/2020,41.24,42.54,42.86
11/18/2020,41.64,42.91,44.39
11/19/2020,41.57,43.09,43.85
